"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","53.8"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","50.2"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","62.1"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","4","53.8"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","3","50.2"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","53.8"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","50.2"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED","1","55.3"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","62.1"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","8","57.7"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","8","53.8"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MARIN","041","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MARIN","041","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MARIN","041","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MARIN","041","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","86.5"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (Z)","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (Z)","67.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","4","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","4","86.5"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","52.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","6","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","86.5"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED","3","41.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","4","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","9","52.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","11","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","4","(L)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN MATEO","081","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN MATEO","081","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN MATEO","081","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","52.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN MATEO","081","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","21","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","52.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","7","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","4","86.5"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","5","52.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","5","54.7"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","86.5"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SONOMA","097","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING","TOTAL","NOT SPECIFIED","2","41.6"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SONOMA","097","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","41.2"
"CENSUS","2022","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SONOMA","097","","","00000000","","PLUM-APRICOT HYBRIDS","PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","1","67.2"
